Quarter,HB,LengthOfStay,Episodes
2021Q3,Borders,155,72
2021Q4,Borders,192,72
2022Q1,Borders,90,54
2022Q2,Borders,114,65
2022Q3,Borders,178,66
2017Q3,Borders,389,181
2017Q4,Borders,249,160
2018Q1,Borders,181,142
2018Q2,Borders,298,211
2018Q3,Borders,400,230
2018Q4,Borders,528,193
2019Q1,Borders,295,213
2019Q2,Borders,361,222
2019Q3,Borders,501,186
2019Q4,Borders,234,135
2020Q1,Borders,365,142
2020Q2,Borders,288,152
2020Q3,Borders,286,132
2020Q4,Borders,291,146
2021Q1,Borders,302,127
2021Q2,Borders,442,163
2021Q3,Borders,308,112
2021Q4,Borders,314,115
2022Q1,Borders,262,126
2022Q2,Borders,270,125
2022Q3,Borders,313,126
2017Q3,Borders,677,407
2017Q4,Borders,577,372
2018Q1,Borders,600,359
2018Q2,Borders,1210,337
2018Q3,Borders,1025,367
2018Q4,Borders,898,392
2019Q1,Borders,826,398
2019Q2,Borders,707,403
2019Q3,Borders,878,407
2019Q4,Borders,723,383
2020Q1,Borders,962,398
2020Q2,Borders,486,223
2020Q3,Borders,596,290
2020Q4,Borders,481,279
2021Q1,Borders,784,295
2021Q2,Borders,1070,334
2021Q3,Borders,1010,332
2021Q4,Borders,953,323
2022Q1,Borders,794,262
2022Q2,Borders,739,303
2022Q3,Borders,767,305
2017Q3,Borders,1197,647
2017Q4,Borders,1862,654
2018Q1,Borders,1264,625
2018Q2,Borders,1449,588
2018Q3,Borders,1417,557
2018Q4,Borders,1377,568
2019Q1,Borders,1550,573
2019Q2,Borders,1229,485
2019Q3,Borders,1131,484
2019Q4,Borders,1017,543
2020Q1,Borders,1588,553
2020Q2,Borders,757,429
2020Q3,Borders,945,387
2020Q4,Borders,1115,380
2021Q1,Borders,1176,421
2021Q2,Borders,1445,537
2021Q3,Borders,1546,481
2021Q4,Borders,1366,427
2022Q1,Borders,1319,442
2022Q2,Borders,1360,461
2022Q3,Borders,1139,480
2017Q3,Borders,1975,858
2017Q4,Borders,2564,903
2018Q1,Borders,2166,863
2018Q2,Borders,3327,927
2018Q3,Borders,2500,956
2018Q4,Borders,2329,876
2019Q1,Borders,2339,853
2019Q2,Borders,2570,796
2019Q3,Borders,2908,883
2019Q4,Borders,2590,951
2020Q1,Borders,2461,844
2020Q2,Borders,1368,532
2020Q3,Borders,2007,689
2020Q4,Borders,1983,605
2021Q1,Borders,2452,731
2021Q2,Borders,2388,898
2021Q3,Borders,2590,725
2021Q4,Borders,2379,716
2022Q1,Borders,2338,666
2022Q2,Borders,2320,647
2022Q3,Borders,3928,675
2017Q3,Borders,2986,567
2017Q4,Borders,2243,569
2018Q1,Borders,3178,586
2018Q2,Borders,2628,540
2018Q3,Borders,3352,634
2018Q4,Borders,2425,579
2019Q1,Borders,2334,664
2019Q2,Borders,2555,610
2019Q3,Borders,2630,580
2019Q4,Borders,1939,672
2020Q1,Borders,2323,672
2020Q2,Borders,1808,514
2020Q3,Borders,1850,480
2020Q4,Borders,2312,523
2021Q1,Borders,2613,516
2021Q2,Borders,2332,595
2021Q3,Borders,2635,566
2021Q4,Borders,2588,596
2022Q1,Borders,3464,688
2022Q2,Borders,3724,604
2022Q3,Borders,2661,490
2017Q3,Borders,731,115
2017Q4,Borders,718,154
2018Q1,Borders,942,171
2018Q2,Borders,1033,169
2018Q3,Borders,1370,167
2018Q4,Borders,770,170
2019Q1,Borders,718,152
2019Q2,Borders,809,152
2019Q3,Borders,600,126
2019Q4,Borders,721,167
2020Q1,Borders,611,149
2020Q2,Borders,318,115
2020Q3,Borders,473,130
2020Q4,Borders,843,159
2021Q1,Borders,936,175
2021Q2,Borders,945,165
2021Q3,Borders,892,174
2021Q4,Borders,1278,181
2022Q1,Borders,1043,153
2022Q2,Borders,845,156
2022Q3,Borders,1037,130
2017Q3,Dumfries and Galloway,23,38
2017Q4,Dumfries and Galloway,15,25
2018Q1,Dumfries and Galloway,29,40
2018Q2,Dumfries and Galloway,24,38
2018Q3,Dumfries and Galloway,21,32
2018Q4,Dumfries and Galloway,23,25
2019Q1,Dumfries and Galloway,14,29
2019Q2,Dumfries and Galloway,67,52
2019Q3,Dumfries and Galloway,65,39
2019Q4,Dumfries and Galloway,15,30
2020Q1,Dumfries and Galloway,18,29
2020Q2,Dumfries and Galloway,6,10
2020Q3,Dumfries and Galloway,23,29
2020Q4,Dumfries and Galloway,11,22
2021Q1,Dumfries and Galloway,13,14
2021Q2,Dumfries and Galloway,21,34
2021Q3,Dumfries and Galloway,14,20
2021Q4,Dumfries and Galloway,19,10
2022Q1,Dumfries and Galloway,14,20
2022Q2,Dumfries and Galloway,21,27
2022Q3,Dumfries and Galloway,14,24
2017Q3,Dumfries and Galloway,108,115
2017Q4,Dumfries and Galloway,112,91
2018Q1,Dumfries and Galloway,119,107
2018Q2,Dumfries and Galloway,107,115
2018Q3,Dumfries and Galloway,92,125
2018Q4,Dumfries and Galloway,130,123
2019Q1,Dumfries and Galloway,116,120
2019Q2,Dumfries and Galloway,140,134
2019Q3,Dumfries and Galloway,119,114
2019Q4,Dumfries and Galloway,91,120
2020Q1,Dumfries and Galloway,77,101
2020Q2,Dumfries and Galloway,103,40
2020Q3,Dumfries and Galloway,77,66
2020Q4,Dumfries and Galloway,67,90
2021Q1,Dumfries and Galloway,73,60
2021Q2,Dumfries and Galloway,97,65
2021Q3,Dumfries and Galloway,116,93
2021Q4,Dumfries and Galloway,130,95
2022Q1,Dumfries and Galloway,77,74
2022Q2,Dumfries and Galloway,56,80
2022Q3,Dumfries and Galloway,67,75
2017Q3,Dumfries and Galloway,413,275
2017Q4,Dumfries and Galloway,217,250
2018Q1,Dumfries and Galloway,223,250
2018Q2,Dumfries and Galloway,249,259
2018Q3,Dumfries and Galloway,256,295
2018Q4,Dumfries and Galloway,236,265
2019Q1,Dumfries and Galloway,252,286
2019Q2,Dumfries and Galloway,220,244
2019Q3,Dumfries and Galloway,290,310
2019Q4,Dumfries and Galloway,207,225
2020Q1,Dumfries and Galloway,256,200
2020Q2,Dumfries and Galloway,199,143
2020Q3,Dumfries and Galloway,164,180
2020Q4,Dumfries and Galloway,138,220
2021Q1,Dumfries and Galloway,161,155
2021Q2,Dumfries and Galloway,252,231
2021Q3,Dumfries and Galloway,172,160
2021Q4,Dumfries and Galloway,178,190
2022Q1,Dumfries and Galloway,168,157
2022Q2,Dumfries and Galloway,148,185
2022Q3,Dumfries and Galloway,221,180
2017Q3,Dumfries and Galloway,332,265
2017Q4,Dumfries and Galloway,349,260
2018Q1,Dumfries and Galloway,565,299
2018Q2,Dumfries and Galloway,372,301
2018Q3,Dumfries and Galloway,509,348
2018Q4,Dumfries and Galloway,408,318
2019Q1,Dumfries and Galloway,483,349
2019Q2,Dumfries and Galloway,355,374
2019Q3,Dumfries and Galloway,371,330
2019Q4,Dumfries and Galloway,413,329
2020Q1,Dumfries and Galloway,525,333
2020Q2,Dumfries and Galloway,246,175
2020Q3,Dumfries and Galloway,1037,255
2020Q4,Dumfries and Galloway,460,302
2021Q1,Dumfries and Galloway,415,211
2021Q2,Dumfries and Galloway,296,285
2021Q3,Dumfries and Galloway,285,260
2021Q4,Dumfries and Galloway,344,265
2022Q1,Dumfries and Galloway,268,253
2022Q2,Dumfries and Galloway,302,246
2022Q3,Dumfries and Galloway,438,240
2017Q3,Dumfries and Galloway,588,410
2017Q4,Dumfries and Galloway,604,392
2018Q1,Dumfries and Galloway,818,376
2018Q2,Dumfries and Galloway,867,398
2018Q3,Dumfries and Galloway,654,382
2018Q4,Dumfries and Galloway,489,375
2019Q1,Dumfries and Galloway,604,433
2019Q2,Dumfries and Galloway,616,427
2019Q3,Dumfries and Galloway,539,397
2019Q4,Dumfries and Galloway,514,417
2020Q1,Dumfries and Galloway,468,333
2020Q2,Dumfries and Galloway,420,254
2020Q3,Dumfries and Galloway,687,280
2020Q4,Dumfries and Galloway,296,328
2021Q1,Dumfries and Galloway,428,257
2021Q2,Dumfries and Galloway,426,345
2021Q3,Dumfries and Galloway,704,319
2021Q4,Dumfries and Galloway,421,302
2022Q1,Dumfries and Galloway,383,308
2022Q2,Dumfries and Galloway,687,347
2022Q3,Dumfries and Galloway,394,280
2017Q3,Dumfries and Galloway,1130,690
2017Q4,Dumfries and Galloway,1341,664
2018Q1,Dumfries and Galloway,992,649
2018Q2,Dumfries and Galloway,1289,684
2018Q3,Dumfries and Galloway,917,682
2018Q4,Dumfries and Galloway,1681,809
2019Q1,Dumfries and Galloway,1451,824
2019Q2,Dumfries and Galloway,1466,801
2019Q3,Dumfries and Galloway,1295,746
2019Q4,Dumfries and Galloway,1426,765
2020Q1,Dumfries and Galloway,1542,801
2020Q2,Dumfries and Galloway,660,367
2020Q3,Dumfries and Galloway,1512,590
2020Q4,Dumfries and Galloway,1183,719
2021Q1,Dumfries and Galloway,867,590
2021Q2,Dumfries and Galloway,1477,717
2021Q3,Dumfries and Galloway,1202,624
2021Q4,Dumfries and Galloway,1290,595
2022Q1,Dumfries and Galloway,949,577
2022Q2,Dumfries and Galloway,1141,576
2022Q3,Dumfries and Galloway,890,579
2017Q3,Dumfries and Galloway,2353,862
2017Q4,Dumfries and Galloway,1797,775
2018Q1,Dumfries and Galloway,2326,874
2018Q2,Dumfries and Galloway,2322,907
2018Q3,Dumfries and Galloway,1742,852
2018Q4,Dumfries and Galloway,2557,878
2019Q1,Dumfries and Galloway,2445,925
2019Q2,Dumfries and Galloway,2052,864
2019Q3,Dumfries and Galloway,2478,829
2019Q4,Dumfries and Galloway,2201,1027
2020Q1,Dumfries and Galloway,2126,840
2020Q2,Dumfries and Galloway,1548,495
2020Q3,Dumfries and Galloway,1602,741
2020Q4,Dumfries and Galloway,1889,798
2021Q1,Dumfries and Galloway,1635,670
2021Q2,Dumfries and Galloway,1673,872
2021Q3,Dumfries and Galloway,2026,746
2021Q4,Dumfries and Galloway,2033,721
2022Q1,Dumfries and Galloway,1730,783
2022Q2,Dumfries and Galloway,2021,758
2022Q3,Dumfries and Galloway,1774,702
2017Q3,Dumfries and Galloway,3463,1074
2017Q4,Dumfries and Galloway,4473,1119
2018Q1,Dumfries and Galloway,3744,1077
2018Q2,Dumfries and Galloway,3711,1065
2018Q3,Dumfries and Galloway,3644,1069
2018Q4,Dumfries and Galloway,4134,1151
2019Q1,Dumfries and Galloway,5128,1180
2019Q2,Dumfries and Galloway,3888,1101
2019Q3,Dumfries and Galloway,4084,1113
2019Q4,Dumfries and Galloway,4879,1102
2020Q1,Dumfries and Galloway,5046,1061
2020Q2,Dumfries and Galloway,2718,687
2020Q3,Dumfries and Galloway,3284,872
2020Q4,Dumfries and Galloway,3155,1027
2021Q1,Dumfries and Galloway,3363,860
2021Q2,Dumfries and Galloway,2931,991
2021Q3,Dumfries and Galloway,3929,934
2021Q4,Dumfries and Galloway,3896,896
2022Q1,Dumfries and Galloway,4041,973
2022Q2,Dumfries and Galloway,4175,1074
2022Q3,Dumfries and Galloway,3847,955
2017Q3,Dumfries and Galloway,5189,905
2017Q4,Dumfries and Galloway,6146,932
2018Q1,Dumfries and Galloway,7311,928
2018Q2,Dumfries and Galloway,4998,883
2018Q3,Dumfries and Galloway,6004,855
2018Q4,Dumfries and Galloway,6629,832
2019Q1,Dumfries and Galloway,6200,873
2019Q2,Dumfries and Galloway,5127,940
2019Q3,Dumfries and Galloway,5894,936
2019Q4,Dumfries and Galloway,6038,973
2020Q1,Dumfries and Galloway,7839,819
2020Q2,Dumfries and Galloway,2875,555
2020Q3,Dumfries and Galloway,3959,712
2020Q4,Dumfries and Galloway,4245,781
2021Q1,Dumfries and Galloway,4238,674
2021Q2,Dumfries and Galloway,4421,748
2021Q3,Dumfries and Galloway,4605,758
2021Q4,Dumfries and Galloway,6061,845
2022Q1,Dumfries and Galloway,5110,808
2022Q2,Dumfries and Galloway,5621,717
2022Q3,Dumfries and Galloway,5692,749
2017Q3,Dumfries and Galloway,2021,250
2017Q4,Dumfries and Galloway,2833,263
2018Q1,Dumfries and Galloway,2912,266
2018Q2,Dumfries and Galloway,2041,215
2018Q3,Dumfries and Galloway,1790,191
2018Q4,Dumfries and Galloway,1982,286
2019Q1,Dumfries and Galloway,2280,253
2019Q2,Dumfries and Galloway,2452,255
2019Q3,Dumfries and Galloway,2034,239
2019Q4,Dumfries and Galloway,2584,230
2020Q1,Dumfries and Galloway,3911,267
2020Q2,Dumfries and Galloway,1414,185
2020Q3,Dumfries and Galloway,1724,207
2020Q4,Dumfries and Galloway,1394,216
2021Q1,Dumfries and Galloway,2168,208
2021Q2,Dumfries and Galloway,2002,279
2021Q3,Dumfries and Galloway,1764,219
2021Q4,Dumfries and Galloway,2109,202
2022Q1,Dumfries and Galloway,2842,212
2022Q2,Dumfries and Galloway,1525,208
2022Q3,Dumfries and Galloway,2032,174
2017Q3,Dumfries and Galloway,49,80
2017Q4,Dumfries and Galloway,28,55
2018Q1,Dumfries and Galloway,31,50
2018Q2,Dumfries and Galloway,85,76
2018Q3,Dumfries and Galloway,28,55
2018Q4,Dumfries and Galloway,19,41
2019Q1,Dumfries and Galloway,31,41
2019Q2,Dumfries and Galloway,64,58
2019Q3,Dumfries and Galloway,29,55
2019Q4,Dumfries and Galloway,20,40
2020Q1,Dumfries and Galloway,22,44
2020Q2,Dumfries and Galloway,9,12
2020Q3,Dumfries and Galloway,26,32
2020Q4,Dumfries and Galloway,20,31
2021Q1,Dumfries and Galloway,17,30
2021Q2,Dumfries and Galloway,38,48
2021Q3,Dumfries and Galloway,52,38
2021Q4,Dumfries and Galloway,17,37
2022Q1,Dumfries and Galloway,51,36
2022Q2,Dumfries and Galloway,26,35
2022Q3,Dumfries and Galloway,25,33
2017Q3,Dumfries and Galloway,163,145
2017Q4,Dumfries and Galloway,99,95
2018Q1,Dumfries and Galloway,69,90
2018Q2,Dumfries and Galloway,71,100
2018Q3,Dumfries and Galloway,73,110
2018Q4,Dumfries and Galloway,112,117
2019Q1,Dumfries and Galloway,131,120
2019Q2,Dumfries and Galloway,87,85
2019Q3,Dumfries and Galloway,82,100
2019Q4,Dumfries and Galloway,149,90
2020Q1,Dumfries and Galloway,50,95
2020Q2,Dumfries and Galloway,33,36
2020Q3,Dumfries and Galloway,56,85
2020Q4,Dumfries and Galloway,63,65
2021Q1,Dumfries and Galloway,57,66
2021Q2,Dumfries and Galloway,78,85
2021Q3,Dumfries and Galloway,50,75
2021Q4,Dumfries and Galloway,53,60
2022Q1,Dumfries and Galloway,70,75
2022Q2,Dumfries and Galloway,66,80
2022Q3,Dumfries and Galloway,27,61
2017Q3,Dumfries and Galloway,247,230
2017Q4,Dumfries and Galloway,221,225
2018Q1,Dumfries and Galloway,208,185
2018Q2,Dumfries and Galloway,216,192
2018Q3,Dumfries and Galloway,348,224
2018Q4,Dumfries and Galloway,216,240
2019Q1,Dumfries and Galloway,162,190
2019Q2,Dumfries and Galloway,241,188
2019Q3,Dumfries and Galloway,211,227
2019Q4,Dumfries and Galloway,241,243
2020Q1,Dumfries and Galloway,252,181
2020Q2,Dumfries and Galloway,109,107
2020Q3,Dumfries and Galloway,217,186
2020Q4,Dumfries and Galloway,465,155
2021Q1,Dumfries and Galloway,188,125
2021Q2,Dumfries and Galloway,246,215
2021Q3,Dumfries and Galloway,201,165
2021Q4,Dumfries and Galloway,104,120
2022Q1,Dumfries and Galloway,180,165
2022Q2,Dumfries and Galloway,117,150
2022Q3,Dumfries and Galloway,235,130
2017Q3,Dumfries and Galloway,470,280
2017Q4,Dumfries and Galloway,382,269
2018Q1,Dumfries and Galloway,147,205
2018Q2,Dumfries and Galloway,445,271
2018Q3,Dumfries and Galloway,543,221
2018Q4,Dumfries and Galloway,294,271
2019Q1,Dumfries and Galloway,391,274
2019Q2,Dumfries and Galloway,497,315
2019Q3,Dumfries and Galloway,320,268
2019Q4,Dumfries and Galloway,276,250
2020Q1,Dumfries and Galloway,214,248
2020Q2,Dumfries and Galloway,178,100
2020Q3,Dumfries and Galloway,262,180
2020Q4,Dumfries and Galloway,257,220
2021Q1,Dumfries and Galloway,174,145
2021Q2,Dumfries and Galloway,335,245
2021Q3,Dumfries and Galloway,411,241
2021Q4,Dumfries and Galloway,290,194
2022Q1,Dumfries and Galloway,256,190
2022Q2,Dumfries and Galloway,265,247
2022Q3,Dumfries and Galloway,307,224
2017Q3,Dumfries and Galloway,624,420
2017Q4,Dumfries and Galloway,637,387
2018Q1,Dumfries and Galloway,436,339
2018Q2,Dumfries and Galloway,686,414
2018Q3,Dumfries and Galloway,939,380
2018Q4,Dumfries and Galloway,611,365
2019Q1,Dumfries and Galloway,593,431
2019Q2,Dumfries and Galloway,797,361
2019Q3,Dumfries and Galloway,643,457
2019Q4,Dumfries and Galloway,480,357
2020Q1,Dumfries and Galloway,760,323
2020Q2,Dumfries and Galloway,355,192
2020Q3,Dumfries and Galloway,411,275
2020Q4,Dumfries and Galloway,732,335
2021Q1,Dumfries and Galloway,499,262
2021Q2,Dumfries and Galloway,752,341
2021Q3,Dumfries and Galloway,631,377
2021Q4,Dumfries and Galloway,749,298
2022Q1,Dumfries and Galloway,506,300
2022Q2,Dumfries and Galloway,962,306
2022Q3,Dumfries and Galloway,925,345
2017Q3,Dumfries and Galloway,1125,676
2017Q4,Dumfries and Galloway,1240,686
2018Q1,Dumfries and Galloway,1888,661
2018Q2,Dumfries and Galloway,975,681
2018Q3,Dumfries and Galloway,1535,616
2018Q4,Dumfries and Galloway,1092,752
2019Q1,Dumfries and Galloway,1754,748
2019Q2,Dumfries and Galloway,1343,766
2019Q3,Dumfries and Galloway,1684,753
2019Q4,Dumfries and Galloway,990,777
2020Q1,Dumfries and Galloway,2476,669
2020Q2,Dumfries and Galloway,976,403
2020Q3,Dumfries and Galloway,1447,589
2020Q4,Dumfries and Galloway,1261,717
2021Q1,Dumfries and Galloway,1963,606
2021Q2,Dumfries and Galloway,1500,705
2021Q3,Dumfries and Galloway,1390,613
2021Q4,Dumfries and Galloway,1015,585
2022Q1,Dumfries and Galloway,1320,588
2022Q2,Dumfries and Galloway,1179,564
2022Q3,Dumfries and Galloway,853,536
2017Q3,Dumfries and Galloway,2106,925
2017Q4,Dumfries and Galloway,2612,911
2018Q1,Dumfries and Galloway,2359,936
2018Q2,Dumfries and Galloway,2313,986
2018Q3,Dumfries and Galloway,2522,1056
2018Q4,Dumfries and Galloway,2455,1038
2019Q1,Dumfries and Galloway,2124,1066
2019Q2,Dumfries and Galloway,2773,1124
2019Q3,Dumfries and Galloway,2368,946
2019Q4,Dumfries and Galloway,1815,1063
2020Q1,Dumfries and Galloway,3087,941
2020Q2,Dumfries and Galloway,1610,544
2020Q3,Dumfries and Galloway,1942,773
2020Q4,Dumfries and Galloway,1659,933
2021Q1,Dumfries and Galloway,2156,814
2021Q2,Dumfries and Galloway,1979,940
2021Q3,Dumfries and Galloway,2402,927
2021Q4,Dumfries and Galloway,2783,939
2022Q1,Dumfries and Galloway,2579,888
2022Q2,Dumfries and Galloway,2164,867
2022Q3,Dumfries and Galloway,2456,878
2017Q3,Dumfries and Galloway,3353,1195
2017Q4,Dumfries and Galloway,3406,1186
2018Q1,Dumfries and Galloway,3912,1208
2018Q2,Dumfries and Galloway,4052,1263
2018Q3,Dumfries and Galloway,3737,1219
2018Q4,Dumfries and Galloway,3728,1186
2019Q1,Dumfries and Galloway,3733,1252
2019Q2,Dumfries and Galloway,4903,1391
2019Q3,Dumfries and Galloway,4038,1331
2019Q4,Dumfries and Galloway,4195,1334
2020Q1,Dumfries and Galloway,3728,1256
2020Q2,Dumfries and Galloway,3058,783
2020Q3,Dumfries and Galloway,3741,1226
2020Q4,Dumfries and Galloway,3622,1172
2021Q1,Dumfries and Galloway,3559,1052
2021Q2,Dumfries and Galloway,4071,1308
2021Q3,Dumfries and Galloway,4314,1169
2021Q4,Dumfries and Galloway,3600,1092
2022Q1,Dumfries and Galloway,4032,1170
2022Q2,Dumfries and Galloway,4466,1249
2022Q3,Dumfries and Galloway,4223,1243
2017Q3,Dumfries and Galloway,4213,819
2017Q4,Dumfries and Galloway,3038,831
2018Q1,Dumfries and Galloway,4055,854
2018Q2,Dumfries and Galloway,4747,857
2018Q3,Dumfries and Galloway,4882,902
2018Q4,Dumfries and Galloway,3268,777
2019Q1,Dumfries and Galloway,3871,986
2019Q2,Dumfries and Galloway,5563,960
2019Q3,Dumfries and Galloway,5266,808
2019Q4,Dumfries and Galloway,5253,1017
2020Q1,Dumfries and Galloway,4877,884
2020Q2,Dumfries and Galloway,2988,570
2020Q3,Dumfries and Galloway,3341,764
2020Q4,Dumfries and Galloway,4194,850
2021Q1,Dumfries and Galloway,4493,778
2021Q2,Dumfries and Galloway,4141,891
2021Q3,Dumfries and Galloway,3460,746
2021Q4,Dumfries and Galloway,4176,773
2022Q1,Dumfries and Galloway,4061,776
2022Q2,Dumfries and Galloway,5389,907
2022Q3,Dumfries and Galloway,4383,718
2017Q3,Dumfries and Galloway,1285,144
2017Q4,Dumfries and Galloway,842,151
2018Q1,Dumfries and Galloway,728,110
2018Q2,Dumfries and Galloway,792,137
2018Q3,Dumfries and Galloway,1006,145
2018Q4,Dumfries and Galloway,1033,132
2019Q1,Dumfries and Galloway,954,184
2019Q2,Dumfries and Galloway,1199,146
2019Q3,Dumfries and Galloway,989,153
2019Q4,Dumfries and Galloway,912,151
2020Q1,Dumfries and Galloway,1447,125
2020Q2,Dumfries and Galloway,465,88
2020Q3,Dumfries and Galloway,855,157
2020Q4,Dumfries and Galloway,1019,138
2021Q1,Dumfries and Galloway,1117,137
2021Q2,Dumfries and Galloway,867,162
2021Q3,Dumfries and Galloway,1217,130
2021Q4,Dumfries and Galloway,942,145
2022Q1,Dumfries and Galloway,1306,174
2022Q2,Dumfries and Galloway,1097,148
2022Q3,Dumfries and Galloway,1592,145
2018Q1,Dumfries and Galloway,0,0
2018Q4,Dumfries and Galloway,0,0
2017Q3,Dumfries and Galloway,0,0
2018Q2,Dumfries and Galloway,0,0
2018Q3,Dumfries and Galloway,0,0
2018Q4,Dumfries and Galloway,0,0
2019Q2,Dumfries and Galloway,0,0
2019Q4,Dumfries and Galloway,0,0
2020Q4,Dumfries and Galloway,0,0
2021Q1,Dumfries and Galloway,0,0
2021Q2,Dumfries and Galloway,0,0
2022Q2,Dumfries and Galloway,0,0
2022Q3,Dumfries and Galloway,0,0
2017Q3,Dumfries and Galloway,0,5
2017Q4,Dumfries and Galloway,0,0
2018Q1,Dumfries and Galloway,0,5
2018Q2,Dumfries and Galloway,0,5
2018Q3,Dumfries and Galloway,0,5
2018Q4,Dumfries and Galloway,0,5
2019Q1,Dumfries and Galloway,0,5
2019Q2,Dumfries and Galloway,0,5
2019Q3,Dumfries and Galloway,0,0
2019Q4,Dumfries and Galloway,0,10
2020Q1,Dumfries and Galloway,0,5
2020Q3,Dumfries and Galloway,0,0
2020Q4,Dumfries and Galloway,0,5
2021Q1,Dumfries and Galloway,0,5
2021Q2,Dumfries and Galloway,0,5
2021Q3,Dumfries and Galloway,0,5
2021Q4,Dumfries and Galloway,0,5
2022Q2,Dumfries and Galloway,0,5
2022Q3,Dumfries and Galloway,0,5
2017Q3,Dumfries and Galloway,0,5
2017Q4,Dumfries and Galloway,0,5
2018Q1,Dumfries and Galloway,0,5
2018Q2,Dumfries and Galloway,0,12
2018Q3,Dumfries and Galloway,0,5
2018Q4,Dumfries and Galloway,60,10
2019Q1,Dumfries and Galloway,0,5
2019Q2,Dumfries and Galloway,0,10
2019Q3,Dumfries and Galloway,0,10
2019Q4,Dumfries and Galloway,0,10
2020Q1,Dumfries and Galloway,0,10
2020Q3,Dumfries and Galloway,0,5
2020Q4,Dumfries and Galloway,0,10
2021Q1,Dumfries and Galloway,0,5
2021Q2,Dumfries and Galloway,0,10
2021Q3,Dumfries and Galloway,0,5
2021Q4,Dumfries and Galloway,0,5
2022Q1,Dumfries and Galloway,0,5
2022Q2,Dumfries and Galloway,0,5
2022Q3,Dumfries and Galloway,0,5
2017Q3,Dumfries and Galloway,0,10
2017Q4,Dumfries and Galloway,0,10
2018Q1,Dumfries and Galloway,0,21
2018Q2,Dumfries and Galloway,0,17
2018Q3,Dumfries and Galloway,0,15
2018Q4,Dumfries and Galloway,0,20
2019Q1,Dumfries and Galloway,0,10
2019Q2,Dumfries and Galloway,0,20
2019Q3,Dumfries and Galloway,0,20
2019Q4,Dumfries and Galloway,0,25
2020Q1,Dumfries and Galloway,0,15
2020Q3,Dumfries and Galloway,5,10
2020Q4,Dumfries and Galloway,0,10
2021Q1,Dumfries and Galloway,0,5
2021Q2,Dumfries and Galloway,0,15
2021Q3,Dumfries and Galloway,0,10
2021Q4,Dumfries and Galloway,0,5
2022Q1,Dumfries and Galloway,0,10
2022Q2,Dumfries and Galloway,0,10
2022Q3,Dumfries and Galloway,0,5
2017Q3,Dumfries and Galloway,0,25
2017Q4,Dumfries and Galloway,0,20
2018Q1,Dumfries and Galloway,10,31
2018Q2,Dumfries and Galloway,0,45
2018Q3,Dumfries and Galloway,0,18
2018Q4,Dumfries and Galloway,0,20
2019Q1,Dumfries and Galloway,0,29
2019Q2,Dumfries and Galloway,0,36
2019Q3,Dumfries and Galloway,0,31
2019Q4,Dumfries and Galloway,6,44
2020Q1,Dumfries and Galloway,0,34
2020Q2,Dumfries and Galloway,0,5
2020Q3,Dumfries and Galloway,0,17
2020Q4,Dumfries and Galloway,0,30
2021Q1,Dumfries and Galloway,0,20
2021Q2,Dumfries and Galloway,0,25
2021Q3,Dumfries and Galloway,0,33
2021Q4,Dumfries and Galloway,0,33
2022Q1,Dumfries and Galloway,0,12
2022Q2,Dumfries and Galloway,0,26
2022Q3,Dumfries and Galloway,0,37
2017Q3,Dumfries and Galloway,0,29
2017Q4,Dumfries and Galloway,0,27
2018Q1,Dumfries and Galloway,10,44
2018Q2,Dumfries and Galloway,0,53
2018Q3,Dumfries and Galloway,0,47
2018Q4,Dumfries and Galloway,0,47
2019Q1,Dumfries and Galloway,0,32
2019Q2,Dumfries and Galloway,89,40
2019Q3,Dumfries and Galloway,0,36
2019Q4,Dumfries and Galloway,21,39
2020Q1,Dumfries and Galloway,0,43
2020Q2,Dumfries and Galloway,40,5
2020Q3,Dumfries and Galloway,0,12
2020Q4,Dumfries and Galloway,0,26
2021Q1,Dumfries and Galloway,0,24
2021Q2,Dumfries and Galloway,0,34
2021Q3,Dumfries and Galloway,0,37
2021Q4,Dumfries and Galloway,0,28
2022Q1,Dumfries and Galloway,0,24
2022Q2,Dumfries and Galloway,0,26
2022Q3,Dumfries and Galloway,0,32
2017Q3,Dumfries and Galloway,0,50
2017Q4,Dumfries and Galloway,99,47
2018Q1,Dumfries and Galloway,0,54
2018Q2,Dumfries and Galloway,23,69
2018Q3,Dumfries and Galloway,15,56
2018Q4,Dumfries and Galloway,0,55
2019Q1,Dumfries and Galloway,15,51
2019Q2,Dumfries and Galloway,0,41
2019Q3,Dumfries and Galloway,99,57
2019Q4,Dumfries and Galloway,61,58
2020Q1,Dumfries and Galloway,5,61
2020Q2,Dumfries and Galloway,43,10
