quarter,hb,specialty_name_top,episodes,length_of_spell
2021Q4,Greater Glasgow and Clyde,Geriatric Medicine,1447,79320
2022Q1,Greater Glasgow and Clyde,Geriatric Medicine,1387,73746
2022Q2,Greater Glasgow and Clyde,Geriatric Medicine,1470,81712
2022Q3,Greater Glasgow and Clyde,Geriatric Medicine,1367,83822
2017Q3,Greater Glasgow and Clyde,Other,241,1423
2017Q4,Greater Glasgow and Clyde,Other,249,1665
2018Q1,Greater Glasgow and Clyde,Other,252,1676
2018Q2,Greater Glasgow and Clyde,Other,216,1673
2018Q3,Greater Glasgow and Clyde,Other,231,1824
2018Q4,Greater Glasgow and Clyde,Other,240,1821
2019Q1,Greater Glasgow and Clyde,Other,206,1753
2019Q2,Greater Glasgow and Clyde,Other,188,1593
2019Q3,Greater Glasgow and Clyde,Other,233,1676
2019Q4,Greater Glasgow and Clyde,Other,254,1809
2020Q1,Greater Glasgow and Clyde,Other,239,2160
2020Q2,Greater Glasgow and Clyde,Other,115,1094
2020Q3,Greater Glasgow and Clyde,Other,159,1129
2020Q4,Greater Glasgow and Clyde,Other,202,1646
2021Q1,Greater Glasgow and Clyde,Other,184,1476
2021Q2,Greater Glasgow and Clyde,Other,228,1572
2021Q3,Greater Glasgow and Clyde,Other,237,1582
2021Q4,Greater Glasgow and Clyde,Other,239,1537
2022Q1,Greater Glasgow and Clyde,Other,287,2018
2022Q2,Greater Glasgow and Clyde,Other,323,2266
2022Q3,Greater Glasgow and Clyde,Other,294,2302
2017Q3,Greater Glasgow and Clyde,Other,265,3379
2017Q4,Greater Glasgow and Clyde,Other,262,3956
2018Q1,Greater Glasgow and Clyde,Other,249,4086
2018Q2,Greater Glasgow and Clyde,Other,271,3262
2018Q3,Greater Glasgow and Clyde,Other,322,3824
2018Q4,Greater Glasgow and Clyde,Other,301,3863
2019Q1,Greater Glasgow and Clyde,Other,349,4426
2019Q2,Greater Glasgow and Clyde,Other,329,4611
2019Q3,Greater Glasgow and Clyde,Other,373,3468
2019Q4,Greater Glasgow and Clyde,Other,326,4189
2020Q1,Greater Glasgow and Clyde,Other,280,3638
2020Q2,Greater Glasgow and Clyde,Other,269,3170
2020Q3,Greater Glasgow and Clyde,Other,313,3286
2020Q4,Greater Glasgow and Clyde,Other,298,3473
2021Q1,Greater Glasgow and Clyde,Other,316,3501
2021Q2,Greater Glasgow and Clyde,Other,306,4018
2021Q3,Greater Glasgow and Clyde,Other,330,3607
2021Q4,Greater Glasgow and Clyde,Other,282,3670
2022Q1,Greater Glasgow and Clyde,Other,281,3677
2022Q2,Greater Glasgow and Clyde,Other,317,3890
2022Q3,Greater Glasgow and Clyde,Other,302,3559
2017Q3,Greater Glasgow and Clyde,Other,329,1953
2017Q4,Greater Glasgow and Clyde,Other,358,2520
2018Q1,Greater Glasgow and Clyde,Other,364,2325
2018Q2,Greater Glasgow and Clyde,Other,322,2460
2018Q3,Greater Glasgow and Clyde,Other,352,2487
2018Q4,Greater Glasgow and Clyde,Other,336,1820
2019Q1,Greater Glasgow and Clyde,Other,323,2327
2019Q2,Greater Glasgow and Clyde,Other,343,2026
2019Q3,Greater Glasgow and Clyde,Other,354,2234
2019Q4,Greater Glasgow and Clyde,Other,294,2205
2020Q1,Greater Glasgow and Clyde,Other,267,3112
2020Q2,Greater Glasgow and Clyde,Other,288,1841
2020Q3,Greater Glasgow and Clyde,Other,240,2298
2020Q4,Greater Glasgow and Clyde,Other,250,1936
2021Q1,Greater Glasgow and Clyde,Other,281,2869
2021Q2,Greater Glasgow and Clyde,Other,340,3374
2021Q3,Greater Glasgow and Clyde,Other,305,1952
2021Q4,Greater Glasgow and Clyde,Other,347,2481
2022Q1,Greater Glasgow and Clyde,Other,256,2139
2022Q2,Greater Glasgow and Clyde,Other,300,2482
2022Q3,Greater Glasgow and Clyde,Other,281,2581
2019Q1,Greater Glasgow and Clyde,Other,0,5
2020Q2,Greater Glasgow and Clyde,Other,0,9
2020Q3,Greater Glasgow and Clyde,Other,0,5
2021Q2,Greater Glasgow and Clyde,Other,0,5
2017Q3,Greater Glasgow and Clyde,Other,27,2821
2017Q4,Greater Glasgow and Clyde,Other,53,3851
2018Q1,Greater Glasgow and Clyde,Other,41,3667
2018Q2,Greater Glasgow and Clyde,Other,37,4091
2018Q3,Greater Glasgow and Clyde,Other,34,3934
2018Q4,Greater Glasgow and Clyde,Other,36,3677
2019Q1,Greater Glasgow and Clyde,Other,31,3160
2019Q2,Greater Glasgow and Clyde,Other,38,3431
2019Q3,Greater Glasgow and Clyde,Other,35,4903
2019Q4,Greater Glasgow and Clyde,Other,31,5480
2020Q1,Greater Glasgow and Clyde,Other,25,4784
2020Q2,Greater Glasgow and Clyde,Other,19,2373
2020Q3,Greater Glasgow and Clyde,Other,19,3944
2020Q4,Greater Glasgow and Clyde,Other,22,3825
2021Q1,Greater Glasgow and Clyde,Other,14,2938
2021Q2,Greater Glasgow and Clyde,Other,15,3836
2021Q3,Greater Glasgow and Clyde,Other,18,2750
2021Q4,Greater Glasgow and Clyde,Other,20,3874
2022Q1,Greater Glasgow and Clyde,Other,11,4219
2022Q2,Greater Glasgow and Clyde,Other,21,4575
2022Q3,Greater Glasgow and Clyde,Other,17,3030
2017Q3,Greater Glasgow and Clyde,Other,1409,14690
2017Q4,Greater Glasgow and Clyde,Other,1369,15293
2018Q1,Greater Glasgow and Clyde,Other,1325,16027
2018Q2,Greater Glasgow and Clyde,Other,1274,14438
2018Q3,Greater Glasgow and Clyde,Other,1372,14969
2018Q4,Greater Glasgow and Clyde,Other,1320,15808
2019Q1,Greater Glasgow and Clyde,Other,1393,15391
2019Q2,Greater Glasgow and Clyde,Other,1091,15921
2019Q3,Greater Glasgow and Clyde,Other,1110,15566
2019Q4,Greater Glasgow and Clyde,Other,1042,16160
2020Q1,Greater Glasgow and Clyde,Other,862,16056
2020Q2,Greater Glasgow and Clyde,Other,618,10196
2020Q3,Greater Glasgow and Clyde,Other,622,13057
2020Q4,Greater Glasgow and Clyde,Other,673,14968
2021Q1,Greater Glasgow and Clyde,Other,442,15271
2021Q2,Greater Glasgow and Clyde,Other,619,14865
2021Q3,Greater Glasgow and Clyde,Other,760,15981
2021Q4,Greater Glasgow and Clyde,Other,713,17372
2022Q1,Greater Glasgow and Clyde,Other,530,15341
2022Q2,Greater Glasgow and Clyde,Other,436,16396
2022Q3,Greater Glasgow and Clyde,Other,610,15635
2017Q3,Greater Glasgow and Clyde,Other,13,1290
2017Q4,Greater Glasgow and Clyde,Other,13,1566
2018Q1,Greater Glasgow and Clyde,Other,15,1911
2018Q2,Greater Glasgow and Clyde,Other,28,2683
2018Q3,Greater Glasgow and Clyde,Other,31,2962
2018Q4,Greater Glasgow and Clyde,Other,50,3693
2019Q1,Greater Glasgow and Clyde,Other,15,3477
2019Q2,Greater Glasgow and Clyde,Other,21,3526
2019Q3,Greater Glasgow and Clyde,Other,17,3941
2019Q4,Greater Glasgow and Clyde,Other,33,4424
2020Q1,Greater Glasgow and Clyde,Other,44,4096
2020Q2,Greater Glasgow and Clyde,Other,18,3062
2020Q3,Greater Glasgow and Clyde,Other,31,2748
2020Q4,Greater Glasgow and Clyde,Other,25,3041
2021Q1,Greater Glasgow and Clyde,Other,30,4172
2021Q2,Greater Glasgow and Clyde,Other,41,3888
2021Q3,Greater Glasgow and Clyde,Other,28,3725
2021Q4,Greater Glasgow and Clyde,Other,40,3416
2022Q1,Greater Glasgow and Clyde,Other,47,3792
2022Q2,Greater Glasgow and Clyde,Other,60,3983
2022Q3,Greater Glasgow and Clyde,Other,35,3477
2018Q3,Greater Glasgow and Clyde,Other,0,0
2017Q3,Greater Glasgow and Clyde,General Surgery,5727,26171
2017Q4,Greater Glasgow and Clyde,General Surgery,5568,27788
2018Q1,Greater Glasgow and Clyde,General Surgery,5221,26150
2018Q2,Greater Glasgow and Clyde,General Surgery,5629,26917
2018Q3,Greater Glasgow and Clyde,General Surgery,5894,28106
2018Q4,Greater Glasgow and Clyde,General Surgery,5494,26318
2019Q1,Greater Glasgow and Clyde,General Surgery,5515,25873
2019Q2,Greater Glasgow and Clyde,General Surgery,5685,26641
2019Q3,Greater Glasgow and Clyde,General Surgery,5934,28262
2019Q4,Greater Glasgow and Clyde,General Surgery,5613,27393
2020Q1,Greater Glasgow and Clyde,General Surgery,5078,27236
2020Q2,Greater Glasgow and Clyde,General Surgery,3803,19454
2020Q3,Greater Glasgow and Clyde,General Surgery,4886,23525
2020Q4,Greater Glasgow and Clyde,General Surgery,4541,22049
2021Q1,Greater Glasgow and Clyde,General Surgery,4333,22944
2021Q2,Greater Glasgow and Clyde,General Surgery,5252,25729
2021Q3,Greater Glasgow and Clyde,General Surgery,5099,26908
2021Q4,Greater Glasgow and Clyde,General Surgery,4991,28386
2022Q1,Greater Glasgow and Clyde,General Surgery,4702,26399
2022Q2,Greater Glasgow and Clyde,General Surgery,4825,26954
2022Q3,Greater Glasgow and Clyde,General Surgery,4774,28601
2017Q3,Greater Glasgow and Clyde,Other,217,2518
2017Q4,Greater Glasgow and Clyde,Other,204,2436
2018Q1,Greater Glasgow and Clyde,Other,216,3017
2018Q2,Greater Glasgow and Clyde,Other,216,2159
2018Q3,Greater Glasgow and Clyde,Other,154,912
2018Q4,Greater Glasgow and Clyde,Other,165,249
2019Q1,Greater Glasgow and Clyde,Other,166,260
2019Q2,Greater Glasgow and Clyde,Other,204,408
2019Q3,Greater Glasgow and Clyde,Other,173,357
2019Q4,Greater Glasgow and Clyde,Other,194,324
2020Q1,Greater Glasgow and Clyde,Other,166,301
2020Q2,Greater Glasgow and Clyde,Other,125,805
2020Q3,Greater Glasgow and Clyde,Other,132,314
2020Q4,Greater Glasgow and Clyde,Other,128,423
2021Q1,Greater Glasgow and Clyde,Other,119,564
2021Q2,Greater Glasgow and Clyde,Other,119,498
2021Q3,Greater Glasgow and Clyde,Other,137,820
2021Q4,Greater Glasgow and Clyde,Other,138,832
2022Q1,Greater Glasgow and Clyde,Other,104,486
2022Q2,Greater Glasgow and Clyde,Other,117,589
2022Q3,Greater Glasgow and Clyde,Other,109,617
2017Q3,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,43
2018Q1,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,17
2018Q3,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,13
2019Q1,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,17
2019Q2,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,58
2019Q4,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,0
2020Q2,Greater Glasgow and Clyde,Cardiothoracic Surgery,5,37
2020Q4,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,0
2021Q3,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,64
2022Q1,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,32
2022Q2,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,87
2022Q3,Greater Glasgow and Clyde,Cardiothoracic Surgery,0,6
2017Q3,Greater Glasgow and Clyde,Other,652,1459
2017Q4,Greater Glasgow and Clyde,Other,665,1811
2018Q1,Greater Glasgow and Clyde,Other,815,2060
2018Q2,Greater Glasgow and Clyde,Other,841,2033
2018Q3,Greater Glasgow and Clyde,Other,666,1870
2018Q4,Greater Glasgow and Clyde,Other,615,1900
2019Q1,Greater Glasgow and Clyde,Other,688,1758
2019Q2,Greater Glasgow and Clyde,Other,645,1691
2019Q3,Greater Glasgow and Clyde,Other,620,1820
2019Q4,Greater Glasgow and Clyde,Other,743,1900
2020Q1,Greater Glasgow and Clyde,Other,757,1606
2020Q2,Greater Glasgow and Clyde,Other,314,890
2020Q3,Greater Glasgow and Clyde,Other,415,1238
2020Q4,Greater Glasgow and Clyde,Other,483,1630
2021Q1,Greater Glasgow and Clyde,Other,437,1451
2021Q2,Greater Glasgow and Clyde,Other,441,1456
2021Q3,Greater Glasgow and Clyde,Other,450,1443
2021Q4,Greater Glasgow and Clyde,Other,522,1793
2022Q1,Greater Glasgow and Clyde,Other,490,1704
2022Q2,Greater Glasgow and Clyde,Other,664,1850
2022Q3,Greater Glasgow and Clyde,Other,700,1969
2017Q3,Greater Glasgow and Clyde,Other,224,4200
2017Q4,Greater Glasgow and Clyde,Other,235,4408
2018Q1,Greater Glasgow and Clyde,Other,243,4192
2018Q2,Greater Glasgow and Clyde,Other,276,4220
2018Q3,Greater Glasgow and Clyde,Other,248,4701
2018Q4,Greater Glasgow and Clyde,Other,292,4087
2019Q1,Greater Glasgow and Clyde,Other,285,4382
2019Q2,Greater Glasgow and Clyde,Other,325,3956
2019Q3,Greater Glasgow and Clyde,Other,310,4766
2019Q4,Greater Glasgow and Clyde,Other,314,4245
2020Q1,Greater Glasgow and Clyde,Other,315,4775
2020Q2,Greater Glasgow and Clyde,Other,273,2928
2020Q3,Greater Glasgow and Clyde,Other,272,3512
2020Q4,Greater Glasgow and Clyde,Other,271,3808
2021Q1,Greater Glasgow and Clyde,Other,255,3666
2021Q2,Greater Glasgow and Clyde,Other,278,4284
2021Q3,Greater Glasgow and Clyde,Other,248,4439
2021Q4,Greater Glasgow and Clyde,Other,247,4201
2022Q1,Greater Glasgow and Clyde,Other,237,4168
2022Q2,Greater Glasgow and Clyde,Other,239,4219
2022Q3,Greater Glasgow and Clyde,Other,264,4888
2017Q3,Greater Glasgow and Clyde,Other,73,200
2017Q4,Greater Glasgow and Clyde,Other,89,164
2018Q1,Greater Glasgow and Clyde,Other,69,138
2018Q2,Greater Glasgow and Clyde,Other,71,131
2018Q3,Greater Glasgow and Clyde,Other,106,194
2018Q4,Greater Glasgow and Clyde,Other,108,227
2019Q1,Greater Glasgow and Clyde,Other,108,291
2019Q2,Greater Glasgow and Clyde,Other,109,256
2019Q3,Greater Glasgow and Clyde,Other,115,224
2019Q4,Greater Glasgow and Clyde,Other,115,223
2020Q1,Greater Glasgow and Clyde,Other,83,204
2020Q2,Greater Glasgow and Clyde,Other,57,114
2020Q3,Greater Glasgow and Clyde,Other,63,135
2020Q4,Greater Glasgow and Clyde,Other,53,115
2021Q1,Greater Glasgow and Clyde,Other,87,125
2021Q2,Greater Glasgow and Clyde,Other,62,166
2021Q3,Greater Glasgow and Clyde,Other,63,160
2021Q4,Greater Glasgow and Clyde,Other,75,140
2022Q1,Greater Glasgow and Clyde,Other,69,242
2022Q2,Greater Glasgow and Clyde,Other,132,199
2022Q3,Greater Glasgow and Clyde,Other,164,285
2017Q3,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2679,15193
2017Q4,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2693,15813
2018Q1,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2601,16947
2018Q2,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2894,16827
2018Q3,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2868,16061
2018Q4,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2793,17742
2019Q1,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2622,17368
2019Q2,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2842,16152
2019Q3,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2908,16730
2019Q4,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2658,17654
2020Q1,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2504,19304
2020Q2,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,1998,13666
2020Q3,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2529,16513
2020Q4,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2258,16268
2021Q1,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2393,17880
2021Q2,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2873,17589
2021Q3,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2753,18950
2021Q4,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2521,20722
2022Q1,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2570,22436
2022Q2,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2759,23924
2022Q3,Greater Glasgow and Clyde,Trauma and Orthopaedic Surgery,2734,23381
2017Q3,Greater Glasgow and Clyde,Other,835,1996
2017Q4,Greater Glasgow and Clyde,Other,777,1934
2018Q1,Greater Glasgow and Clyde,Other,718,1756
2018Q2,Greater Glasgow and Clyde,Other,942,2142
2018Q3,Greater Glasgow and Clyde,Other,863,1958
2018Q4,Greater Glasgow and Clyde,Other,900,2047
2019Q1,Greater Glasgow and Clyde,Other,841,2099
2019Q2,Greater Glasgow and Clyde,Other,926,2384
2019Q3,Greater Glasgow and Clyde,Other,899,1880
2019Q4,Greater Glasgow and Clyde,Other,905,1689
2020Q1,Greater Glasgow and Clyde,Other,795,2480
2020Q2,Greater Glasgow and Clyde,Other,528,1096
2020Q3,Greater Glasgow and Clyde,Other,875,1523
2020Q4,Greater Glasgow and Clyde,Other,715,1307
2021Q1,Greater Glasgow and Clyde,Other,502,1106
2021Q2,Greater Glasgow and Clyde,Other,656,1659
2021Q3,Greater Glasgow and Clyde,Other,530,1625
2021Q4,Greater Glasgow and Clyde,Other,490,1704
2022Q1,Greater Glasgow and Clyde,Other,453,1056
2022Q2,Greater Glasgow and Clyde,Other,668,1720
2022Q3,Greater Glasgow and Clyde,Other,729,1705
2017Q3,Greater Glasgow and Clyde,Urology,505,2841
2017Q4,Greater Glasgow and Clyde,Urology,438,3161
2018Q1,Greater Glasgow and Clyde,Urology,451,3038
2018Q2,Greater Glasgow and Clyde,Urology,509,2862
2018Q3,Greater Glasgow and Clyde,Urology,503,2868
2018Q4,Greater Glasgow and Clyde,Urology,537,2865
2019Q1,Greater Glasgow and Clyde,Urology,507,2860
2019Q2,Greater Glasgow and Clyde,Urology,584,3176
2019Q3,Greater Glasgow and Clyde,Urology,554,3091
2019Q4,Greater Glasgow and Clyde,Urology,484,3406
2020Q1,Greater Glasgow and Clyde,Urology,480,3133
2020Q2,Greater Glasgow and Clyde,Urology,426,2143
2020Q3,Greater Glasgow and Clyde,Urology,580,2531
2020Q4,Greater Glasgow and Clyde,Urology,485,3025
2021Q1,Greater Glasgow and Clyde,Urology,416,2693
2021Q2,Greater Glasgow and Clyde,Urology,518,2738
2021Q3,Greater Glasgow and Clyde,Urology,480,2995
2021Q4,Greater Glasgow and Clyde,Urology,573,3454
2022Q1,Greater Glasgow and Clyde,Urology,555,3426
2022Q2,Greater Glasgow and Clyde,Urology,632,3857
2022Q3,Greater Glasgow and Clyde,Urology,695,4028
2018Q3,Greater Glasgow and Clyde,Other,36,1459
2018Q4,Greater Glasgow and Clyde,Other,60,2019
2019Q1,Greater Glasgow and Clyde,Other,57,2653
2019Q2,Greater Glasgow and Clyde,Other,51,2384
2019Q3,Greater Glasgow and Clyde,Other,50,2169
2019Q4,Greater Glasgow and Clyde,Other,50,2208
2020Q1,Greater Glasgow and Clyde,Other,45,2350
2020Q2,Greater Glasgow and Clyde,Other,40,3079
2020Q3,Greater Glasgow and Clyde,Other,54,2171
2020Q4,Greater Glasgow and Clyde,Other,60,3060
2021Q1,Greater Glasgow and Clyde,Other,35,3451
2021Q2,Greater Glasgow and Clyde,Other,35,2219
2021Q3,Greater Glasgow and Clyde,Other,65,2049
2021Q4,Greater Glasgow and Clyde,Other,50,2407
2022Q1,Greater Glasgow and Clyde,Other,65,2146
2022Q2,Greater Glasgow and Clyde,Other,60,1922
2022Q3,Greater Glasgow and Clyde,Other,53,1898
2018Q1,Greater Glasgow and Clyde,Other,0,0
2018Q4,Greater Glasgow and Clyde,Other,0,0
2021Q1,Greater Glasgow and Clyde,Other,0,0
2022Q2,Greater Glasgow and Clyde,Other,0,0
2017Q3,Greater Glasgow and Clyde,Other,245,2457
2017Q4,Greater Glasgow and Clyde,Other,267,2423
2018Q1,Greater Glasgow and Clyde,Other,251,2692
2018Q2,Greater Glasgow and Clyde,Other,251,2169
2018Q3,Greater Glasgow and Clyde,Other,265,2941
2018Q4,Greater Glasgow and Clyde,Other,261,2490
2019Q1,Greater Glasgow and Clyde,Other,245,2757
2019Q2,Greater Glasgow and Clyde,Other,298,2520
2019Q3,Greater Glasgow and Clyde,Other,290,2397
2019Q4,Greater Glasgow and Clyde,Other,256,2475
2020Q1,Greater Glasgow and Clyde,Other,245,2458
2020Q2,Greater Glasgow and Clyde,Other,167,1151
2020Q3,Greater Glasgow and Clyde,Other,219,1703
2020Q4,Greater Glasgow and Clyde,Other,205,1571
2021Q1,Greater Glasgow and Clyde,Other,223,1605
2021Q2,Greater Glasgow and Clyde,Other,247,1723
2021Q3,Greater Glasgow and Clyde,Other,259,2197
2021Q4,Greater Glasgow and Clyde,Other,265,2340
2022Q1,Greater Glasgow and Clyde,Other,224,2016
2022Q2,Greater Glasgow and Clyde,Other,282,2712
2022Q3,Greater Glasgow and Clyde,Other,258,2049
2017Q3,Greater Glasgow and Clyde,Haematology,142,2238
2017Q4,Greater Glasgow and Clyde,Haematology,186,2468
2018Q1,Greater Glasgow and Clyde,Haematology,171,2645
2018Q2,Greater Glasgow and Clyde,Haematology,190,3512
2018Q3,Greater Glasgow and Clyde,Haematology,216,2878
2018Q4,Greater Glasgow and Clyde,Haematology,227,3129
2019Q1,Greater Glasgow and Clyde,Haematology,193,2585
2019Q2,Greater Glasgow and Clyde,Haematology,177,2282
2019Q3,Greater Glasgow and Clyde,Haematology,169,2588
2019Q4,Greater Glasgow and Clyde,Haematology,226,2555
2020Q1,Greater Glasgow and Clyde,Haematology,199,2621
2020Q2,Greater Glasgow and Clyde,Haematology,76,1846
2020Q3,Greater Glasgow and Clyde,Haematology,148,2690
2020Q4,Greater Glasgow and Clyde,Haematology,127,2107
2021Q1,Greater Glasgow and Clyde,Haematology,137,2262
2021Q2,Greater Glasgow and Clyde,Haematology,187,2468
2021Q3,Greater Glasgow and Clyde,Haematology,182,2227
2021Q4,Greater Glasgow and Clyde,Haematology,237,2818
2022Q1,Greater Glasgow and Clyde,Haematology,223,2466
2022Q2,Greater Glasgow and Clyde,Haematology,207,2224
2022Q3,Greater Glasgow and Clyde,Haematology,233,2368
2017Q4,Greater Glasgow and Clyde,Other,0,5
2018Q1,Greater Glasgow and Clyde,Other,0,5
2018Q2,Greater Glasgow and Clyde,Other,5,11
2018Q3,Greater Glasgow and Clyde,Other,5,6
2018Q4,Greater Glasgow and Clyde,Other,10,0
2019Q4,Greater Glasgow and Clyde,Other,0,5
2020Q1,Greater Glasgow and Clyde,Other,0,25
2020Q2,Greater Glasgow and Clyde,Other,5,5
2020Q3,Greater Glasgow and Clyde,Other,5,10
2020Q4,Greater Glasgow and Clyde,Other,5,5
2021Q1,Greater Glasgow and Clyde,Other,5,7
2021Q2,Greater Glasgow and Clyde,Other,5,0
2021Q3,Greater Glasgow and Clyde,Other,0,10
2021Q4,Greater Glasgow and Clyde,Other,5,0
2022Q1,Greater Glasgow and Clyde,Other,0,10
2022Q2,Greater Glasgow and Clyde,Other,5,39
2022Q3,Greater Glasgow and Clyde,Other,0,15
2017Q3,Greater Glasgow and Clyde,General Medicine,3876,21503
2017Q4,Greater Glasgow and Clyde,General Medicine,4302,23360
2018Q1,Greater Glasgow and Clyde,General Medicine,4103,24982
2018Q2,Greater Glasgow and Clyde,General Medicine,3987,22810
2018Q3,Greater Glasgow and Clyde,General Medicine,3928,21476
2018Q4,Greater Glasgow and Clyde,General Medicine,4313,20675
2019Q1,Greater Glasgow and Clyde,General Medicine,3931,19087
2019Q2,Greater Glasgow and Clyde,General Medicine,4279,18900
2019Q3,Greater Glasgow and Clyde,General Medicine,4481,17769
2019Q4,Greater Glasgow and Clyde,General Medicine,4550,19318
2020Q1,Greater Glasgow and Clyde,General Medicine,4517,19225
2020Q2,Greater Glasgow and Clyde,General Medicine,5022,13714
2020Q3,Greater Glasgow and Clyde,General Medicine,5811,17982
2020Q4,Greater Glasgow and Clyde,General Medicine,5392,21170
2021Q1,Greater Glasgow and Clyde,General Medicine,5447,19591
2021Q2,Greater Glasgow and Clyde,General Medicine,5848,18719
